collection,series,piece,item,Covering_date,Type,Former Reference,Title,Author,
CAB,66,43,41,30-Nov-43,Memorandum,WP (43) 541,Reconstruction Committee. Composition and Terms of Reference.,E E Bridges,
CAB,66,43,42,28-Nov-43,Memorandum,WP (43) 542,Transfer of Cruisers and Fleet Destroyers to Canada.,A V Alexander,
CAB,66,43,43,29-Nov-43,Memorandum,WP (43) 543,Report on Demobilisation.,Portal,
CAB,66,43,44,29-Nov-43,Memorandum,WP (43) 544,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday, 21st November, 1943.",Archibald H M Sinclair,
CAB,66,43,45,24-Nov-43,Memorandum,WP (43) 545,Manpower - 1944.,R Stafford Cripps,
CAB,66,43,46,29-Nov-43,Memorandum,WP (43) 546,Man-Power for the Royal Air Force in 1944.,Archibald H M Sinclair,
CAB,66,43,47,2-Dec-43,Memorandum,WP (43) 547,Military Requirements of Food for Civil Affairs.,P J Grigg,
CAB,66,43,48,2-Dec-43,Memorandum,WP (43) 548,Demobilization of the Army.,P J Grigg,
CAB,66,43,49,2-Dec-43,Memorandum,WP (43) 549,"Production of New Type Landing Ships and other changes in New Construction Programme, 1943.",A V Alexander,
CAB,66,43,50,2-Dec-43,Memorandum,WP (43) 550,Leakage of Information.,Brendan Bracken,
CAB,66,44,1,6-Dec-43,Memorandum,WP (43) 551,"Report of Committee on Basic English. Appointment, Terms of Reference, and Constitution of the Committee.",Secretary,
CAB,66,44,2,2-Dec-43,Memorandum,WP (43) 552,"Weekly Resume (No. 222) of the Naval, Military and Air Situation from 0700 25th November, to 0700 2nd December, 1943.",Chiefs of Staff,
CAB,66,44,3,3-Dec-43,Memorandum,WP (43) 553,Demobilisation and Resettlement.,Ernest Bevin,
CAB,66,44,4,3-Dec-43,Memorandum,WP (43) 554,Educational Reconstruction.,R A Butler,
CAB,66,44,5,6-Dec-43,Memorandum,WP (43) 555,The Axis Oil Position in Europe - November 1943.,Clement R Attlee,
CAB,66,44,6,6-Dec-43,Memorandum,WP (43) 556,Report on Demobilisation.,Henry U Willink and Thomas Johnston,
CAB,66,44,7,6-Dec-43,Memorandum,WP (43) 557,Ethiopia.,John Anderson,
CAB,66,44,8,6-Dec-43,Memorandum,WP (43) 558,Summary of Naval Air Operations - August - September - October 1943.,First Lord of the Admiralty,
CAB,66,44,9,17-Dec-43,Memorandum,WP (43) 559,Anglo-American discussions under Article VII.,Richard K Law,
CAB,66,44,10,6-Dec-43,Memorandum,WP (43) 560,Demobilisation and the Navy.,A V Alexander,
CAB,66,44,11,8-Dec-43,Memorandum,WP (43) 561,Demobilisation.,Oliver Stanley,
CAB,66,44,12,9-Dec-43,Memorandum,WP (43) 562,"Weekly Resume (No. 223) of the Naval, Military and Air Situation from 0700 2nd December, to 0700 9th December, 1943.",Chiefs of Staff,
CAB,66,44,13,20-Dec-43,Memorandum,WP (43) 563,Report of the Committee on Palestine.,Herbert Morrison,
CAB,66,44,14,14-Dec-43,Memorandum,WP (43) 564,Demobilisation.,Ernest Bevin,
CAB,66,44,15,14-Dec-43,Memorandum,WP (43) 565,Demobilisation and the Building Programme.,Woolton,
CAB,66,44,16,14-Dec-43,Memorandum,WP (43) 566,Anglo-American discussions under Article VII.,Robert S Hudson,
CAB,66,44,17,17-Dec-43,Memorandum,WP (43) 567,Report on the First Session of the Council of UNRRA.,J J Llewellin,
CAB,66,44,18,15-Dec-43,Memorandum,WP (43) 568,Speaker's Conference on Electoral Reform.,Herbert Morrison,
CAB,66,44,19,16-Dec-43,Memorandum,WP (43) 569,"Weekly Resume (No. 224) of the Naval, Military and Air Situation from 0700 9th December, to 0700 16th December, 1943.",Chiefs of Staff,
CAB,66,44,20,16-Dec-43,Memorandum,WP (43) 570,"Supplies of Phosphate Rock for Australia, New Zealand and South Africa.",Harcourt Johnstone,
CAB,66,44,21,17-Dec-43,Memorandum,WP (43) 571,Post-War Highway Policy.,Woolton,
CAB,66,44,22,17-Dec-43,Memorandum,WP (43) 572,Middle East Cereal Prices.,John Anderson,
CAB,66,44,23,17-Dec-43,Memorandum,WP (43) 573,The Need for more Judges of the High Court.,Simon,
CAB,66,44,24,18-Dec-43,Memorandum,WP (43) 574,Free Siamese.,Anthony Eden,
CAB,66,44,25,16-Dec-43,Memorandum,WP (43) 575,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday, 5th December, 1943.",Archibald H M Sinclair,
CAB,66,44,26,20-Dec-43,Memorandum,WP (43) 576,Anglo-American discussions under Article VII.,L S Amery,
CAB,66,44,27,20-Dec-43,Memorandum,WP (43) 577,American or Anglo-American Declarations on Palestine.,Anthony Eden,
CAB,66,44,28,20-Dec-43,Memorandum,WP (43) 578,"Redistribution of Man-Power, 1st April to 31st October, 1943.",Ernest Bevin,
CAB,66,44,29,21-Dec-43,Memorandum,WP (43) 579,Questions arising out of the Council Meeting of UNRRA.,Anthony Eden,
CAB,66,44,30,21-Dec-43,Memorandum,WP (43) 580,Broadcasting.,Clement R Attlee,
CAB,66,44,31,22-Dec-43,Memorandum,WP (43) 581,Finance of Relief.,John Anderson,
CAB,66,44,32,23-Dec-43,Memorandum,WP (43) 582,"Weekly Resume (No. 225) of the Naval, Military and Air Situation from 0700 16th December, to 0700 23rd December, 1943.",Chiefs of Staff,
CAB,66,44,33,24-Dec-43,Memorandum,WP (43) 583,Ferro-Alloys. The German Supply Position.,Selborne,
CAB,66,44,34,26-Dec-43,Memorandum,WP (43) 584,"Report for the Month of November 1943 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,44,35,28-Dec-43,Memorandum,WP (43) 585,Coal Situation in India.,L S Amery,
CAB,66,44,36,28-Dec-43,Memorandum,WP (43) 586,Supreme Commander of all Operations against Germany.,Winston S Churchill,
CAB,66,44,37,27-Dec-43,Memorandum,WP (43) 587,"Summary of Operations of Bomber Command for fortnight ending 1200 Hours, Sunday, 19th December 1943.",Archibald H M Sinclair,
CAB,66,44,38,29-Dec-43,Memorandum,WP (43) 588,Annual Leave for the Civil Service in 1944.,John Anderson,
CAB,66,44,39,29-Dec-43,Memorandum,WP (43) 589,Ireland.,Anthony Eden,
CAB,66,44,40,30-Dec-43,Memorandum,WP (43) 590,The Indian Finance Membership.,L S Amery,
CAB,66,44,41,30-Dec-43,Memorandum,WP (43) 591,"Weekly Resume (No. 226) of the Naval, Military and Air Situation from 0700 23rd December, to 0700 30th December, 1943.",Chiefs of Staff,
CAB,66,44,42,30-Dec-43,Memorandum,WP (43) 592,Turkey.,Anthony Eden,
CAB,66,45,1,3-Jan-44,Memorandum,WP (44) 1,Jute Supplies.,Oliver Lyttelton,
CAB,66,45,2,3-Jan-44,Memorandum,WP (44) 2,"Special Requirements of Labour, Equipment and Material for Invasion Operations.",Ernest Bevin and Oliver Lyttelton,
CAB,66,45,3,3-Jan-44,Memorandum,WP (44) 3,Directive on Constitutional Policy in Malaya and Borneo.,Oliver Stanley and P J Grigg,
CAB,66,45,4,3-Jan-44,Memorandum,WP (44) 4,Employment of a British West Indian Contingent in a Theatre of War.,Oliver Stanley,
CAB,66,45,5,6-Jan-44,Memorandum,WP (44) 5,"Weekly Resume (No. 227) of the Naval, Military and Air Situation from 0700 30th December, 1943, to 0700 6th January, 1944.",Chiefs of Staff,
CAB,66,45,6,6-Jan-44,Memorandum,WP (44) 6,Reinstatement in Civil Employment Bill: Position of Civil Defence Personnel.,Herbert Morrison,
CAB,66,45,7,7-Jan-44,Memorandum,WP (44) 7,"The Accrediting of ""Daily Worker"" War Correspondents to British Forces.",P J Grigg,
CAB,66,45,8,7-Jan-44,Memorandum,WP (44) 8,Records of the Anglo-American-Russian Conversations in Tehran and of the Anglo-American-Turkish Conversations in Cairo.,Winston S Churchill,
CAB,66,45,9,7-Jan-44,Memorandum,WP (44) 9,"Record of a Conversation between the Prime Minister and Marshal Stalin at the Soviet Embassy at Tehran on 30th November, 1943.",Winston S Churchill,
CAB,66,45,10,7-Jan-44,Memorandum,WP (44) 10,Unconditional Surrender.,E E Bridges,
CAB,66,45,11,11-Jan-44,Memorandum,WP (44) 11,Special Labour Requirements for Invasion Operations.,Leathers,
CAB,66,45,12,7-Jan-44,Memorandum,WP (44) 12,Meeting with Dominion Prime Ministers.,Cranborne,
CAB,66,45,13,11-Jan-44,Memorandum,WP (44) 13,"Special Requirements of Labour, Equipment and Material for Invasion Operations.",Archibald H M Sinclair and R Stafford Cripps,
CAB,66,45,14,7-Jan-44,Memorandum,WP (44) 14,The Protection of Monuments and Works of Art.,Clement R Attlee,
CAB,66,45,15,8-Jan-44,Memorandum,WP (44) 15,Italy: Proposed Publication of Long Armistice Terms.,Chiefs of Staff,
CAB,66,45,16,8-Jan-44,Memorandum,WP (44) 16,Reinstatement in Civil Employment Bill: Position of Civil Defence Personnel.,Woolton,
CAB,66,45,17,9-Jan-44,Memorandum,WP (44) 17,Reinstatement in Civil Employment Bill: Position of the Women's Land Army.,Robert S Hudson,
CAB,66,45,18,10-Jan-44,Memorandum,WP (44) 18,India. Proposed suspension of the Bengal Ministry and assumption of Powers by the Governor under Section 93 of the Government of India Act.,L S Amery,
CAB,66,45,19,10-Jan-44,Memorandum,WP (44) 19,The Position in Yugoslavia.,Anthony Eden,
CAB,66,45,20,10-Jan-44,Memorandum,WP (44) 20,India. Bengal Situation.,L S Amery,
CAB,66,45,21,13-Jan-44,Memorandum,WP (44) 21,Argentina.,Anthony Eden,
CAB,66,45,22,12-Jan-44,Memorandum,WP (44) 22,"Summary of Operations of Bomber Command for Fortnight Ending 2nd January, 1944.",A H M S,
CAB,66,45,23,13-Jan-44,Memorandum,WP (44) 23,Employment Policy.,Cherwell,
CAB,66,45,24,13-Jan-44,Memorandum,WP (44) 24,"Security Arrangements for ""Overlord"".",Chiefs of Staff,
CAB,66,45,25,13-Jan-44,Memorandum,WP (44) 25,"Weekly Resume (No. 228) of the Naval, Military and Air Situation from 0700 6th January, to 0700 13th January, 1944.",Chiefs of Staff,
CAB,66,45,26,14-Jan-44,Memorandum,WP (44) 26,"Impact of ""Overlord"" Operation on Inland Transport.",Leathers,
CAB,66,45,27,14-Jan-44,Memorandum,WP (44) 27,Direction of Young Men to the Coal Mines.,Ernest Bevin,
CAB,66,45,28,14-Jan-44,Memorandum,WP (44) 28,"Organisation of Allied Naval, Army and Air Contingents. Twenty-Seventh Report for the Quarter ending 31st December, 1943.",War Cabinet Offices,
CAB,66,45,29,15-Jan-44,Memorandum,WP (44) 29,Transport of Coal.,Gwilym Lloyd-George,
CAB,66,45,30,14-Jan-44,Memorandum,WP (44) 30,Delegated Legislation. Control of Parliament over Departmental Regulations and Orders.,Ernest Bevin,
CAB,66,45,31,15-Jan-44,Memorandum,WP (44) 31,Inland Transport.,Clement R Attlee,
CAB,66,45,32,14-Jan-44,Memorandum,WP (44) 32,London Airfield for Transport Purposes.,Archibald H M Sinclair,
CAB,66,45,33,15-Jan-44,Memorandum,WP (44) 33,Unconditional Surrender.,Winston S Churchill,
CAB,66,45,34,16-Jan-44,Memorandum,WP (44) 34,Argentina.,Anthony Eden,
CAB,66,45,35,18-Jan-44,Memorandum,WP (44) 35,The Protection of Monuments and Works of Art.,P J Grigg,
CAB,66,45,36,18-Jan-44,Memorandum,WP (44) 36,Employment of Prisoners of War in the United Kingdom.,Clement R Attlee,
CAB,66,45,37,18-Jan-44,Memorandum,WP (44) 37,Seventh Report of the Shipping Committee.,Harcourt Johnstone,
CAB,66,45,38,19-Jan-44,Memorandum,WP (44) 38,Finance of Relief in the Military Period.,Richard Law,
CAB,66,45,39,19-Jan-44,Memorandum,WP (44) 39,Broadcasting.,Brendan Bracken,
CAB,66,45,40,20-Jan-44,Memorandum,WP (44) 40,"Weekly Resume (No. 229) of the Naval, Military and Air Situation from 0700 13th January, to 0700 20th January, 1944.",Chiefs of Staff,
CAB,66,45,41,20-Jan-44,Memorandum,WP (44) 41,The International Economic History of the Inter-War Period.,John Anderson,
CAB,66,45,42,25-Jan-44,Memorandum,WP (44) 42,"Government Building Programme, January to June 1944.",Oliver Lyttelton,
CAB,66,45,43,25-Jan-44,Memorandum,WP (44) 43,"Requirements of Building Labour for ""Crossbow"" Dispersals.",Oliver Lyttelton,
CAB,66,45,44,22-Jan-44,Memorandum,WP (44) 44,Employment of Prisoners of War in 1944.,Robert S Hudson,
CAB,66,45,45,22-Jan-44,Memorandum,WP (44) 45,Broadcasting.,Woolton,
CAB,66,45,46,22-Jan-44,Memorandum,WP (44) 46,British Strategic Needs in the Levant States.,Chiefs of Staff,
CAB,66,45,47,23-Jan-44,Memorandum,WP (44) 47,Draft Agreement with the Polish Government for Military Supplies and for the Polish Air Force.,Anthony Eden,
CAB,66,45,48,23-Jan-44,Memorandum,WP (44) 48,Poland.,Anthony Eden,
CAB,66,45,49,24-Jan-44,Memorandum,WP (44) 49,Publication of Documents on British Foreign Policy.,Anthony Eden,
CAB,66,45,50,24-Jan-44,Memorandum,WP (44) 50,Supplement to the Report of the Committee on Palestine.,Herbert Morrison,
CAB,66,46,1,24-Jan-44,Memorandum,WP (44) 51,Publicity concerning Japanese treatment of British Prisoners of War and Civilian Internees.,Anthony Eden,
CAB,66,46,2,25-Jan-44,Memorandum,WP (44) 52,Man-Power Allocations for Industries and Services in Groups II and III in 1944.,John Anderson,
CAB,66,46,3,25-Jan-44,Memorandum,WP (44) 53,Agriculture Policy.,E E Bridges,
CAB,66,46,4,26-Jan-44,Memorandum,WP (44) 54,Inland Transport.,Oliver Lyttelton,
CAB,66,46,5,25-Jan-44,Memorandum,WP (44) 55,"Report for the Month of December 1943 for the Dominions, India, Burma and the Colonies and Mandated Territories.","Secretary of State for Dominion Affairs, Secretary of State for India and Burma, Secretary of State for the Colonies",
CAB,66,46,6,26-Jan-44,Memorandum,WP (44) 56,Additional Phosphate Shipments for the Dominions.,Leathers,
CAB,66,46,7,27-Jan-44,Memorandum,WP (44) 57,India. Indian States: Problem of Petty States in Western India.,L S Amery,
CAB,66,46,8,26-Jan-44,Memorandum,WP (44) 58,Royal Air Force Establishments.,Clement R Attlee,
CAB,66,46,9,27-Jan-44,Memorandum,WP (44) 59,"Security Arrangements for ""Overlord"".",Brendan Bracken,
CAB,66,46,10,26-Jan-44,Memorandum,WP (44) 60,Committee on Widows' War Pensions and Gratuities.,John Anderson,
CAB,66,46,11,27-Jan-44,Memorandum,WP (44) 61,"Weekly Resume (No. 230) of the Naval, Military and Air Situation from 0700 20th January, to 0700 27th January, 1944.",Chiefs of Staff,
CAB,66,46,12,2-Feb-44,Memorandum,WP (44) 62,Withdrawal of Civil Staffs from Service Departments.,E E Bridges,
CAB,66,46,13,28-Jan-44,Memorandum,WP (44) 63,India. Shipment of Food Grains to India.,L S Amery,
CAB,66,46,14,31-Jan-44,Memorandum,WP (44) 64,Anglo-American discussions under Article VII.,John Anderson,
CAB,66,46,15,28-Jan-44,Memorandum,WP (44) 65,"Summary of Operations of Bomber Command for fort-night ending 16th January,1944.",Archibald H M Sinclair,
CAB,66,46,17,29-Jan-44,Memorandum,WP (44) 67,Lord Halifax's Speech in Toronto.,Cranborne,
CAB,66,46,18,31-Jan-44,Memorandum,WP (44) 68,"Committee on ""Overlord"" Preparations.",Winston S Churchill,
CAB,66,46,19,1-Feb-44,Memorandum,WP (44) 69,Ireland.,Cranborne,
CAB,66,46,20,2-Feb-44,Memorandum,WP (44) 70,"Australia-New Zealand Agreement of 21st January, 1944.",Cranborne,
CAB,66,46,21,2-Feb-44,Memorandum,WP (44) 71,Re-allocation of Man-Power during the Transition Period between the End of the War in Europe and the End of the War in Japan.,Ernest Bevin,
CAB,66,46,22,3-Feb-44,Memorandum,WP (44) 72,Free Siamese.,Anthony Eden,
CAB,66,46,23,3-Feb-44,Memorandum,WP (44) 73,London Airfield for Transport Services.,Clement R Attlee,
CAB,66,46,24,5-Feb-44,Memorandum,WP (44) 74,Proposals for a National Health Service.,"Woolton, Henry U Willink, Thomas Johnston",
CAB,66,46,25,5-Feb-44,Memorandum,WP (44) 75,Anglo-American discussions under Article VII.,Richard Law,
CAB,66,46,26,3-Feb-44,Memorandum,WP (44) 76,Shipments of Food Grains to India.,Cranborne,
CAB,66,46,27,4-Feb-44,Memorandum,WP (44) 77,India. Shipments of Food Grains to India.,J J Llewellin,
CAB,66,46,28,3-Feb-44,Memorandum,WP (44) 78,"Weekly Resume (No. 231) of the Naval, Military and Air Situation from 0700 27th January, to 0700 3rd February, 1944.",Chiefs of Staff,
CAB,66,46,29,4-Feb-44,Memorandum,WP (44) 79,Withdrawal of Civil Staffs from Service Departments.,Clement R Attlee,
CAB,66,46,30,4-Feb-44,Memorandum,WP (44) 80,Red Army Day 1944.,Brendan Bracken,
CAB,66,46,31,7-Feb-44,Memorandum,WP (44) 81,The Washington Conversations on Article VII.,Richard Law,
CAB,66,46,32,4-Feb-44,Memorandum,WP (44) 82,Article VII discussions with the Dominions and India.,Cranborne,
CAB,66,46,33,5-Feb-44,Memorandum,WP (44) 83,Unconditional Surrender.,Cheifs of Staff Committee,
CAB,66,46,34,4-Feb-44,Memorandum,WP (44) 84,The Curzon Line.,Anthony Eden,
CAB,66,46,35,8-Feb-44,Memorandum,WP (44) 85,"Redistribution of Man-Power, 1st April to 30th November, 1943.",Ernest Bevin,
CAB,66,46,36,7-Feb-44,Memorandum,WP (44) 86,Staffing of the Civil Service in the Immediate Post-War Period.,John Anderson,
CAB,66,46,37,7-Feb-44,Memorandum,WP (44) 87,The Protection of Monuments and Works of Art.,E E Bridges,
CAB,66,46,38,7-Feb-44,Memorandum,WP (44) 88,Functions of the Minister Resident in the Middle East.,Winston S Churchill,
CAB,66,46,39,7-Feb-44,Memorandum,WP (44) 89,"Functions of the Minister Resident at Allied Force Headquarters, Mediterranean Command.",Winston S Churchill,
CAB,66,46,40,7-Feb-44,Memorandum,WP (44) 90,Functions of His Majesty's Representative with the French Committee of National Liberation.,Winston S Churchill,
CAB,66,46,41,7-Feb-44,Memorandum,WP (44) 91,"Summary of Operations of Bomber Command for fortnight ending 30th January,1944.",Archibald H M Sinclair,
CAB,66,46,42,8-Feb-44,Memorandum,WP (44) 92,Political Warfare Training School.,Brendan Bracken,
CAB,66,46,43,8-Feb-44,Memorandum,WP (44) 93,Morale in Germany.,Anthony Eden,
CAB,66,46,44,9-Feb-44,Memorandum,WP (44) 94,Re-allocation of Man-Power during the Transition period between the End of the War in Europe and the End of the War in Japan.,Herbert Morrison,
CAB,66,46,45,9-Feb-44,Memorandum,WP (44) 95,Anglo-American discussions under Article VII.,Beaverbrook,
CAB,66,46,46,9-Feb-44,Memorandum,WP (44) 96,Proposed Joint United Kingdom/United States Enquiry into Economic Assistance required by India.,India Office,
CAB,66,46,47,9-Feb-44,Memorandum,WP (44) 97,Re-allocation of Man-Power during the Transition period between the End ofthe War in Europe and the End of the War in Japan. Position of the Regular Police serving with the Forces.,Herbert Morrison and Thomas Johnston,
CAB,66,46,48,10-Feb-44,Memorandum,WP (44) 98,"Weekly Resume (No. 232) of the Naval, Military and Air Situation from 0700 3rd February, to 0700 10th February, 1944.",Chiefs of Staff,
CAB,66,46,49,11-Feb-44,Memorandum,WP (44) 99,Indian Foodgrain Requirements.,R A Butler,
CAB,66,46,50,10-Feb-44,Memorandum,WP (44) 100,Yugoslavia.,Winston S Churchill,
CAB,66,47,1,11-Feb-44,Memorandum,WP (44) 101,Foreign-Language Periodicals.,Brendan Bracken,
CAB,66,47,2,11-Feb-44,Memorandum,WP (44) 102,Oil. United States and Middle East.,Beaverbrook,
CAB,66,47,3,13-Feb-44,Memorandum,WP (44) 103,Indian Food Grain Requirements.,R A Butler,
CAB,66,47,4,14-Feb-44,Memorandum,WP (44) 104,Committee on Blackout Restrictions.,E E Bridges,
CAB,66,47,5,15-Feb-44,Memorandum,WP (44) 105,War Criminals.,E E Bridges,
CAB,66,47,6,15-Feb-44,Memorandum,WP (44) 106,Re-Allocation of Man-Power: Position of the Colonial Service.,Cranborne,
CAB,66,47,7,14-Feb-44,Memorandum,WP (44) 107,"Australia-New Zealand Agreement of 21st January, 1944.",Anthony Eden,
CAB,66,47,8,15-Feb-44,Memorandum,WP (44) 108,Australia-New Zealand Agreement.,Cranborne,
CAB,66,47,9,15-Feb-44,Memorandum,WP (44) 109,Proposed Oil Conference.,Beaverbrook,
CAB,66,47,10,15-Feb-44,Memorandum,WP (44) 110,Housing in the Transitional Period.,Woolton,
CAB,66,47,11,16-Feb-44,Memorandum,WP (44) 111,The Future of Indo-China and other French Pacific Possessions.,Anthony Eden,
CAB,66,47,12,17-Feb-44,Memorandum,WP (44) 112,Aluminized Explosives.,Winston S Churchill,
CAB,66,47,13,17-Feb-44,Memorandum,WP (44) 113,Food Problems likely to arise in Liberated Europe.,Selborne,
CAB,66,47,14,17-Feb-44,Memorandum,WP (44) 114,"Weekly Resume (No. 233) of the Naval, Military and Air Situation from 0700 10th February, to 0700 17th February, 1944.",Chiefs of Staff,
CAB,66,47,15,16-Feb-44,Memorandum,WP (44) 115,Coal. Report by the Committee on the Organisation of the Coal Industry.,John Anderson,
