collection,series,piece,item,Covering_date,Type,Former Reference,Agenda
CAB,195,14,29,6-Mar-56,Notebook,CM (56) 19,1. Jordan; 2. Cyprus; 3. Security: Conference of Privy Councillors; 4. Balance of Payments Prospects; 5. Industrial Relations; 6. N. Ireland Parliament: Disqualification; 7. Coal: Distribution Costs; 8. British Transport Commission; 9. Farm Price Review
CAB,195,14,30,8-Mar-56,Notebook,CM (56) 20,1. Parliament; 2. Capital Punishment; 3. Cost of Living; 4. War Pensions; 5. Volta River Project; 6. Gold Coast Constitution; 7. South West Africa; 8. Cost of Meat Inspection; 9. Iceland Fisheries Dispute; 10. Farm Price Review; 11. International Wheat Agreement
CAB,195,14,31,9-Mar-56,Notebook,CM (56) 21,1. Jordan; 2. Farm Price Review; 3. Israel
CAB,195,14,32,13-Mar-56,Notebook,CM (56) 22,1. Aircraft for India; 2. Jordan; 3. Israel; 4. Turkey: Cyprus; 5. Broadcasting: 14 Day Rule; 6. Parliament: Remuneration of Members; 7. Cyprus: Athens Broadcast; 8. B. Transport Comission: Finance; 9. Nationalised Industries; 10. Malta; 11. China: Parliamentary Delegation; 12. Hong Kong: Chinese Nationalist Aircraft; 13. Farm Price Review; 14. Aden Protectorate
CAB,195,14,33,15-Mar-56,Notebook,CM (56) 23,1. Bahrain; 2. Parliament; 3. Broadcasting: 14 Day Rule; 4. Valuation for Rating; 5. British Transport Commission Finances; 6. Farm Price Review; 7. Industrial Relations: White Paper; 8. Economic Survey; 9. British Industries Fair; 10. Malta
CAB,195,14,34,21-Mar-56,Notebook,CM (56) 24,1. Parliament; 2. Malta; 3. British Industries Fair; 4. Cost of Living; 5. Middle East; 6. East-West Trade; 7. Agriculture: Disciplinary Powers; 8. Legislative Programme; 9. Economic Situation: White Paper; 10. Singapore
CAB,195,14,35,27-Mar-56,Notebook,CM (56) 25,1. Parliament; 2. Jordan; 3. Cyprus; 4. Coal; 5. Territorial Army Bounty; 6. Singapore; 7. Malta; 8. The Horn of Africa; 9. Closed under the Freedom of Information Act 2000; 10. Iron and Steel Prices; 11. British Council
CAB,195,14,36,29-Mar-56,Notebook,CM (56) 26,1. British Somaliland; 2. Television: Ministerial Broadcast; 3. Industrial Disputes: Shipbuilding; 4. Restrictive Practices Bill: Steel Industry; 5. Civil Service. Pay; 6. Malta
CAB,195,14,37,10-Apr-56,Notebook,CM (56) 27,1. Middle East; 2. Disarmament; 3. Parliament; 4. Parliament: Remuneration of Ministers and Members; 5. Family Allowances; 6. Post Office Finances; 7. I.L.O. Convention; 8. Death Penalty (Abolition) Bill; 9. Transport Commission: Finances; 10. Bagdad Pact: Meeting of Council
CAB,195,14,38,16-Apr-56,Notebook,CM (56) 28,The Budget
CAB,195,14,39,17-Apr-56,Notebook,CM (56) 29,1. Parliament; 2. Mid-Ulster by-election; 3. Education: Burnham Committee; 4. Bahrain; 5. Singapore
CAB,195,14,40,19-Apr-56,Notebook,CM (56) 30,1. Visit of Soviet Leaders; 2. Cyprus; 3. Death Penalty (Abolition) Bill; 4. Export of Arms; 5. Singapore; 6. British Guiana; 7. Smoking and Lung Cancer
CAB,195,14,41,26-Apr-56,Notebook,CM (56) 31,1. Parliament; 2. Capital Punishment; 3. Industrial Disputes. Engineering Wages; 4. Agriculture Policy; 5. Rent Restriction; 6. Russian Visit; 7. Commonwealth: Government Borrowing; 8. Aden; 9. Singapore
CAB,195,14,42,3-May-56,Notebook,CM (56) 32,1. Parliament: Sel. Cttee on Nationalised Industries; 2. Parliament; 3. Restrictive Trade Practices Bill; 4. Jordan; 5. Lung Cancer; 6. Parliament: Remuneration of Members; 7. Coal Prices; 8. Gold Coast; 9. Tangier
CAB,195,14,43,3-May-56,Notebook,CM (56) 33,Singapore
CAB,195,14,44,8-May-56,Notebook,CM (56) 34,1. Prince Ernst of Hanover; 2. Nationalised Industries; 3. Automation; 4. Malta; 5. Cyprus
CAB,195,14,45,10-May-56,Notebook,CM (56) 35,1. North Atlantic Council; 2. Bahrain; 3. Parliament; 4. Death Penalty (Abolition) Bill; 5. Remuneration of Members; 6. Automation; 7. Government Expenditure; 8. Wages and Prices; 9. United States Aid to Pakistan; 10. East-West Trade; 11. Singapore; 12. Tariff Policy: G.A.T.T.; 13. Flour
CAB,195,14,46,15-May-56,Notebook,CM (56) 36,1. Economic Situation; 2. Bahrain; 3. Somaliland; 4. Prince Ernst of Hanover; 5. Disarmament; 6. Capital Punishment; 7. Singapore; 8. Aden; 9. Flour
CAB,195,15,1,17-May-56,Notebook,CM (56) 37,1. Parliament; 2. Remuneration of Members; 3. Parliament: Select Cttee. on Procedure; 4. Reform of House of Lords; 5. Disarmament; 6. Volta River Project; 7. Kariba Dam; 8. Aswan Dam; 9. Singapore; 10. Restrictive Practices Bill
CAB,195,15,2,29-May-56,Notebook,CM (56) 38,1. Parliament; 2. Persian Gulf; 3. Cyprus; 4. Crown Privilege; 5. Road Traffic: Speed Limit; 6. Parliament for Wales; 7. Kariba Dam
CAB,195,15,3,5-Jun-56,Notebook,CM (56) 39,1. Ministers: Superannuantion Rights; 2. Foreign Affairs; 3. Cyprus; 4. Somalia; 5. Nuclear Tests; 6. Attendance of M.P.'s at Earlier Tests; 7. Sale of Ships to Spain; 8. Industrial Disputes: Standard Motor Co.
CAB,195,15,4,7-Jun-56,Notebook,CM (56) 40,1. Soviet Union: P.M.'s Visit; 2. Parliament; 3. Parliament: Remuneration of Members; 4. Economic Situation; 5. Disarmament; 6. Jordan: Air Force; 7. Anglo-Egyptian Treaty: Celebration; 8. Nuclear Radiation; 9. Nuclear Weapons: 1957 Tests; 10. Prince Ernst of Hanover; 11. Education: Capital Investment
CAB,195,15,5,12-Jun-56,Notebook,CM (56) 41,1. Trinidad Oil Company; 2. British Transport Commission; 3. Employment Redundancy; 4. Capital Punishment; 5. Parliament: Remuneration of Members; 6. Cyprus
CAB,195,15,6,14-Jun-56,Notebook,CM (56) 42,1. Parliament; 2. Capital Punishment; 3. Parliament: Procedure; 4. Industrial Disputes: Steel Industry; 5. Central African Federation; 6. Trinidad Oil Company; 7. Government Expenditure: Economies
CAB,195,15,7,14-Jun-56,Notebook,CM (56) 43,1. Government Expenditure: Economies
CAB,195,15,8,19-Jun-56,Notebook,CM (56) 44,1. Ministerial Speeches; 2. Electricity Prices; 3. Soviet Union: Trade; 4. Lybia; 5. Cyprus; 6. Egypt: Treaty Celebrations; 7. Stamp Issues; 8. France; 9. Future of N.A.T.O.; 10. Government Expenditure: Economies; 11. Agricultural Wages; 12. Hong Kong
CAB,195,15,9,21-Jun-56,Notebook,CM (56) 45,1. Cyprus; 2. Parliament; 3. Imperial Institute; 4. Economic Situation; 5. Road Transport Bill; 6. Malta; 7. Germany: Support Costs; 8. Libya; 9. Training Facilities in U.K.; 10. Internat. Labour Organisation; 11. Industrial Disputes: Steel Industry; 12. White Fish Subsidy; 13. Police Pay
CAB,195,15,10,28-Jun-56,Notebook,CM (56) 46,1. Parliament; 2. Germany: Support Costs; 3. Cyprus; 4. Aden; 5. International Tin Council; 6. Nat. Insurance: Unemployment  Benefit; 7. White Fish Subsidy; 8. Malta; 9. Libya; 10. Grand National
CAB,195,15,11,5-Jul-56,Notebook,CM (56) 47,1. Overseas Information Services; 2. Government Publicity; 3. Parliament; 4. Police Pay; 5. Israel; 6. Cyprus; 7. Federation of Rhodesia &amp; Nyasaland; 8. Ceylon: Defence Installations; 9. New Zealand House; 10. Capital Punishment; 11. N.H.S. Remuneration of Doctors
CAB,195,15,12,11-Jul-56,Notebook,CM (56) 48,1. East-West Trade: China; 2. Nuclear Weapons: Tests; 3. Bahrain; 4. Parliament; 5. Death Penalty (Abolition) Bill; 6. Armed Forces: Conditions of Service in Germany; 7. Cyprus; 8. Remunerations of Service; 9. Wales: Rural Areas; 10. Colonial Immigrants; 11. Marketing of Pigs and Bacon; 12. Nigeria
CAB,195,15,13,12-Jul-56,Notebook,CM (56) 49,1. Police Pay; 2. Remuneration of Doctors; 3. Australia: Trade Talks; 4. Europe: Economic Co-operation; 5. Judicial Salaries; 6. Germany: Supply of Tanks; 7. Cyprus; 8. Nuclear Tests
CAB,195,15,14,17-Jul-56,Notebook,CM (56) 50,1. East-West Trade: China; 2. Aswam Dam; 3. Legislative Programme; 4. Agriculture: Wage Claim; 5. Industrial Disputes; 6. Capital Punishment
CAB,195,15,15,20-Jul-56,Notebook,CM (56) 51,1. Australia: Trade Talks; 2. Aswan Dam; 3. Capital Punishment; 4. N.A.T.O. Re-appraisal of Military Policy; 5. Cyprus; 6. Nuclear Weapons: Test; 7. Malta; 8. Aden
CAB,195,15,16,24-Jul-56,Notebook,CM (56) 52,1. Export of Arms: Germany; 2. Bagdad Pact; 3. Agricultural Policy; 4. Australia: Trade Talks; 5. Oxford Roads; 6. Local Government Re-organisation; 7. Economic Statistics
CAB,195,15,17,26-Jul-56,Notebook,CM (56) 53,1. Parliament; 2. Industrial Disputes: Motor Industry; 3. Agricultural Wages; 4. Reform of House of Lords; 5. Jordan; 6. Buraimi; 7. Transport: London Fares; 8. Local Government Re-organisation; 9. Capital Punishment
CAB,195,15,18,27-Jul-56,Notebook,CM (56) 54,1. Suez Canal
CAB,195,15,19,31-Jul-56,Notebook,CM (56) 55,1. Parliament; 2. House of Lords Reform; 3. Capital Punishment; 4. Hospitals: Capital Expenditure; 5. Open-cast Mining; 6. Rent Restriction; 7. Films
CAB,195,15,20,1-Aug-56,Notebook,CM (56) 56,Suez Canal
CAB,195,15,21,3-Aug-56,Notebook,CM (56) 58,1. Suez Canal; 2. Procedure; 3. Building Controls; 4. Agricultural Wages
CAB,195,15,22,14-Aug-56,Notebook,CM (56) 59,1. Mr. Menzies; 2. Cyprus; 3. Suez Canal; 4. Malta; 5. Syria
CAB,195,15,23,21-Aug-56,Notebook,CM (56) 60,1. Suez Canal; 2. Export of Arms: Turkey; 3. R. Navy: Time-Expired Regulars; 4. Cyprus: Surrender Terms; 5. Bamangwato Reserve
CAB,195,15,24,23-Aug-56,Notebook,CM (56) 61,1. Suez Canal; 2. Parliament
CAB,195,15,25,28-Aug-56,Notebook,CM (56) 62,1. Germany: Training for Fleet Air Arm; 2. Suez Canal
CAB,195,15,26,6-Sep-56,Notebook,CM (56) 63,1. Suez Canal
CAB,195,15,27,11-Sep-56,Notebook,CM (56) 64,1. Parliament; 2. Gold Coast; 3. Bechuanaland: Bamangwato; 4. Suez Canal
CAB,195,15,28,14-Sep-56,Notebook,CM (56) 65,1. Suez Canal; 2. Commercial Policy
CAB,195,15,29,18-Sep-56,Notebook,CM (56) 66,1. Police Pay; 2. Commercial Policy
CAB,195,15,30,26-Sep-56,Notebook,CM (56) 67,1. Bechuanaland Protectorate; 2. Ministers' Speeches; 3. Capital Punishment; 4. Transport Commission: Railways; 5. Suez Canal; 6. Reform of House of Lords
CAB,195,15,31,3-Oct-56,Notebook,CM (56) 68,1. Opening of Parliament: Television; 2. Cyprus; 3. War Pensions; 4. East-West Trade: China; 5. Tariff Policy: Meat; 6. Australia: Trade Talks; 7. Christmas Island; 8. Morocco; 9. Meeting of International Bank &amp; Fund; 10. Commercial Policy; 11. Suez Canal
CAB,195,15,32,8-Oct-56,Notebook,CM (56) 69,1. Queen's Speeches: Prorogation; 2. Capital Punishment; 3. Legislative Programme; 4. Queen's Speeches: Opening
CAB,195,15,33,9-Oct-56,Notebook,CM (56) 70,1. Agricultural Policy; 2. Unemployment Benefit; 3. Open-Cast Coal Mining; 4. Somaliland &amp; Horn of Africa; 5. H/Commons: Redistribution of Seats; 6. Suez Canal; 7. Cyprus; 8. Jordan
CAB,195,15,34,18-Oct-56,Notebook,CM (56) 71,1. Government Expenditure; 2. Agricultural Policy; 3. Suez Canal; 4. Hong Kong: Riots in Kowloon
CAB,195,15,35,23-Oct-56,Notebook,CM (56) 72,1. Queen's Speeches: Prorogation; 2. House of Lords Reform; 3. Migration Policy; 4. Legislative Programme; 5. Queen's Speeches: Opening of Parliament; 6. Suez Canal
CAB,195,15,36,24-Oct-56,Notebook,CM (56) 73,1. Parliament; 2. Government Expenditure: Economies; 3. Rent Restriction; 4. Oversea Broadcasting; 5. Price of Sugar; 6. Agricultural Policy; 7. Suez Canal
CAB,195,15,37,25-Oct-56,Notebook,CM (56) 74,1. Parliament; 2. Suez Canal; 3. War Pensions; 4. Broadcasting: 14 Day Rule; 5. Queen's Speech: Opening of Parliament; 6. Bagdad Pact: Privileges; 7. Nuclear Weapons Tests
CAB,195,15,38,30-Oct-56,Notebook,CM (56) 75,Suez Canal
CAB,195,15,39,31-Oct-56,Notebook,CM (56) 76,Suez Canal
CAB,195,15,40,2-Nov-56,Notebook,CM (56) 77,1. Suez Canal
CAB,195,15,41,2-Nov-56,Notebook,CM (56) 78,Suez Canal - Export of Arms
CAB,195,15,42,4-Nov-56,Notebook,CM (56) 79,1. Suez Canal
CAB,195,15,43,6-Nov-56,Notebook,CM (56) 80,Suez Canal
CAB,195,15,44,7-Nov-56,Notebook,CM (56) 81,1. Suez Canal
CAB,195,15,45,13-Nov-56,Notebook,CM (56) 83,1. Commercial Policy; 2. Parliament; 3. H/Commons Disqualification Bill; 4. Nuclear Radiation; 5. Suez Canal; 6. Export of Arms: Turkey; 7. Agricultural Policy
CAB,195,15,46,16-Nov-56,Notebook,CM (56) 84,1. Suez Canal; 2. O.E.E.C. Meeting
CAB,195,15,47,20-Nov-56,Notebook,CM (56) 85,1. The Prime Minister; 2. Suez Canal; 3. Independent Television Authority; 4. Oil Supplies; 5. Economic Situation; 6. Commercial Policy; 7. Gold Coast; 8. Colonial Immigrants; 9. Marketing of Pigs and Bacon; 10. Agricultural Policy
CAB,195,15,48,21-Nov-56,Notebook,CM (56) 86,1. Suez Canal; 2. Parliament
CAB,195,15,49,22-Nov-56,Notebook,CM (56) 87,Suez Canal
CAB,195,15,50,26-Nov-56,Notebook,CM (56) 88,1. Official Transport; 2. Suez Canal
CAB,195,15,51,27-Nov-56,Notebook,CM (56) 89,1. Suez Canal
CAB,195,15,52,28-Nov-56,Notebook,CM (56) 90,Suez Canal
CAB,195,15,53,29-Nov-56,Notebook,CM (56) 91,1. Economic Situation; 2. Suez Canal; 3. Parliament
CAB,195,15,54,29-Nov-56,Notebook,CM (56) 92,Suez Canal
CAB,195,15,55,1-Dec-56,Notebook,CM (56) 95,1. Economic Situation; 2. Suez Canal
CAB,195,15,56,3-Dec-56,Notebook,CM (56) 96,1. Suez Canal; 2. Economic Situation
CAB,195,15,57,7-Dec-56,Notebook,CM (56) 97,1. Suez Canal; 2. Germany: U.K. Forces
CAB,195,15,58,11-Dec-56,Notebook,CM (56) 98,1. Cyprus; 2. Singapore; 3. Suez Canal; 4. Economic Situation; 5. Export of Arms: Sale of Carrier to Argentine; 6. Broadcasting: 14 Day Rule
CAB,195,15,59,17-Dec-56,Notebook,CM (56) 101,1. Northern Ireland; 2. Suez Canal
CAB,195,15,60,17-Dec-56,Notebook,CM (56) 102,1. Cabinet; 2. Cyprus; 3. Broadcasting: 14-Day Rule; 4. Suez Canal
CAB,195,15,61,19-Dec-56,Notebook,CM (56) 103,1. Parliament; 2. Suez Canal; 3. Northern Ireland
CAB,195,15,62,20-Dec-56,Notebook,CM (56) 104,1. Suez Canal; 2. Parliament; 3. House of Lords Reform; 4. Singapore; 5. Economic Situation; 6. Egypt: Sterling Balances; 7. Motor Industry; 8. United States Loan; 9. Local Government Finance; 10. Kashmir
CAB,195,16,1,8-Jan-57,Notebook,CM (57) 2,1. Egypt - Suez Canal; 2. Economic Situation
CAB,195,16,2,8-Jan-57,Notebook,CM (57) 3,1. Western Europe
CAB,195,16,3,9-Jan-57,Notebook,CM (57) 4,The Prime Minister
CAB,195,16,4,15-Jan-57,Notebook,CC (57) 1,1. The Cabinet; 2. Libya; 3. Jordan; 4. Europe: Military Co-operation; 5. Yemen; 6. Persian Gulf; 7. Closed under the Freedom of Information Act 2000
CAB,195,16,5,21-Jan-57,Notebook,CC (57) 2,1. Italy; 2. Germany; 3. Middle East: a) Jordan - b) Iraq - c) Yemen - d) Egypt; 4. Parliament; 5. Economic Situation; 6. Cyprus; 7. Coal Production: Africa; 8. Railway Wages
CAB,195,16,6,24-Jan-57,Notebook,CC (57) 3,1. Parliament - Privilege - Homicide Bill; 2. Remuneration of Doctors; 3. Oil Supplies
CAB,195,16,7,29-Jan-57,Notebook,CC (57) 4,1. Anglo-Egyptian Treaty; 2. Suez Canal: British Refugees; 3. Rent Restrictions; 4. Israel: U.N. Debate; 5. Wales: Administration; 6. Bermuda Meeting; 7. Germany: Support Costs; 8. Cyprus; 9. Local Government Finance
CAB,195,16,8,1-Feb-57,Notebook,CC (57) 6,1. Cyprus; 2. Jordan; 3. Naval Discipline Act; 4. N. Insurance: Unemployment Benefit; 5. Oversea Broadcasting; 6. Northern Ireland; 7. Gold Coast; 8. Suez Canal
CAB,195,16,9,5-Feb-57,Notebook,CC (57) 7,1. Government Expenditure: Social Services; 2. Local Government Finance; 3. House of Commons: Members' Fund; 4. Ghana; 5. Broadcasting: Party Political Broadcasts; 6. Suez Canal: British Refugees
CAB,195,16,10,7-Feb-57,Notebook,CC (57) 8,1. Parliament; 2. Foreign Affairs; 3. Ghana; 4. E/West Trade: Copper Wire; 5. Education
CAB,195,16,11,7-Feb-57,Notebook,CC (57) 9,1. Jordan; 2. Germany: Support Costs; 3. Local Government Finance; 4. Rent Restriction Bill; 5. Legislative Programme
CAB,195,16,12,11-Feb-57,Notebook,CC (57) 10,1. Farm Price Review; 2. Local Government Finance; 3. Meeting at Bermuda; 4. Israel; 5. Suez Canal; 6. Jordan; 7. Northern Ireland; 8. Parliament; 9. Oxford Roads
CAB,195,16,13,15-Feb-57,Notebook,CC (57) 11,1. Rent Restriction Bill; 2. Farm Price Review; 3. Remuneration of Doctors; 4. Government Expenditure; 5. Steel Industry; 6. Yemen; 7. Parliament
CAB,195,16,14,19-Feb-57,Notebook,CC (57) 12,1. Sir Anthony Eden; 2. Parliament; 3. Ghana: Independence; 4. Foreign Affairs: a) Cyprus - b) Israel - c) Suez Canal - d) Germany: Reduction of Br. Forces; 5. Oil Suppiles; 6. Industrial Disputes
CAB,195,16,15,22-Feb-57,Notebook,CC (57) 13,1. Duke of Edinburgh: Style &amp; Title; 2. National Insurance; 3. Israel; 4. Cyprus; 5. Europe; 6. Yemen; 7. East-West Trade
CAB,195,16,16,7-Mar-57,Notebook,CC (57) 16,1. Parliament; 2. India; 3. Congress for Rights in Russia; 4. Farm Price Review; 5. Public Service Salaries; 6. Remuneration of Doctors and Dentists; 7. Germany; 8. Cyprus; 9. S.W. Africa Company
CAB,195,16,17,12-Mar-57,Notebook,CC (57) 17,1. Remuneration of Doctors; 2. Parliament; 3. Defense Policy; 4. Nuclear Tests; 5. Europe: N.A.T.O. Contribution; 6. Congress for Rights in Russia; 7. Jordan; 8. Suez Canal; 9. Israel; 10. Industrial Relations; 11. Pensions: Gas &amp; Electricity Industries; 12. Farm Price Review
CAB,195,16,18,14-Mar-57,Notebook,CC (57) 19,1. Farm Prices; 2. Industrial Disputes; 3. Israel
CAB,195,16,19,18-Mar-57,Notebook,CC (57) 21,1. Cyprus; 2. Defence Policy; 3. Bermuda Conference; 4. Industrial Disputes
CAB,195,16,20,28-Mar-57,Notebook,CC (57) 25,1. Parliament; 2. Electricity Bill; 3. Cyprus; 4. Industrial Disputes
CAB,195,16,21,28-Mar-57,Notebook,CC (57) 26,1. Defence White Paper; 2. Singapore
CAB,195,16,22,2-Apr-57,Notebook,CC (57) 28,1. Defence Policy; 2. Industrial Disputes; 3. Parliament; 4. Sudanese Currency; 5. Cabinet: Lord Salisbury
CAB,195,16,23,8-Apr-57,Notebook,CC (57) 30,Suez Canal
CAB,195,16,24,8-Apr-57,Notebook,CC (57) 31,The Budget
CAB,195,16,25,9-Apr-57,Notebook,CC (57) 32,1. Suez Canal; 2. National Service
CAB,195,16,26,15-Apr-57,Notebook,CC (57) 34,1. Cyprus; 2. Jordan; 3. Suez Canal; 4. Nuclear Tests; 5. Oil Supplies; 6. Wilton Park; 7. Shops Bill; 8. Remuneration of Doctors and Dentists
CAB,195,16,27,30-Apr-57,Notebook,CC (57) 36,1. Procedure; 2. Suez Canal; 3. Petrol Rationing; 4. Jordan; 5. Industrial Disputes: Engineering and Ship Building; 6. Wages Policy
CAB,195,16,28,2-May-57,Notebook,CC (57) 37,1. Disarmament; 2. Parliament; 3. Channel Tunnel; 4. Commercial Policy
CAB,195,16,29,6-May-57,Notebook,CC (57) 38,1. Parliament; 2. Export of Cattle; 3. Commercial Policy: Overseas Territories; 4. Nationalised Industries; 5. Malta; 6. Nigeria; 7. Industrial Disputes; 8 Suez Canal
CAB,195,16,30,10-May-57,Notebook,CC (57) 39,1. Wages and Prices; 2. Suez Canal; 3. Petrol Rationing; 4. Egypt: British Evacuees; 5. New Zealand: Trade Talks
CAB,195,16,31,14-May-57,Notebook,CC (57) 40,1. Foreign Affairs; 2. Home Guard; 3. Old Age Pensions; 4. Petrol Rationing; 5. Development Areas; 6. Representation of Vatican in U.K.
CAB,195,16,32,16-May-57,Notebook,CC (57) 41,1. Suez Canal; 2. House of Lords Reform; 3. Wages and Prices; 4. Export of French New Potatoes
CAB,195,16,33,22-May-57,Notebook,CC (57) 42,1. Steel: Location of New Works; 2. Parliament; 3. House of Lords Reform; 4. Nigeria; 5. Education: Training of Teachers; 6. Civil Aviation: Viscounts for Turkey; 7. Suez Canal: Use by Warships
CAB,195,16,34,29-May-57,Notebook,CC (57) 43,1. The Queen: Flight in Comet of Transport Command; 2. Parliament; 3. E/West Trade; 4. Jordan; 5. I.L.O. Vocational Training in Agriculture; 6. Wages and Prices; 7. Europe: Free Trade Area; 8. Malta; 9. Civil Aviation
CAB,195,16,35,4-Jun-57,Notebook,CC (57) 44,1. Commonwealth Economic Development; 2. Public Service Salaries; 3. Dollar Expenditure: Tourism
CAB,195,16,36,6-Jun-57,Notebook,CC (57) 45,1. Ministerial Statements; 2. Parliament; 3. Home Guard; 4. Legislative Programme: 1957/58; 5. Cancer of the Lung; 6. Egypt: British Evacuees; 7. Roads Programme; 8. Export of Cattle
CAB,195,16,37,24-Jun-57,Notebook,CC (57) 46,1. Disarmament
CAB,195,16,38,24-Jun-57,Notebook,CC (57) 47,1. Public Services: Salaries; 2. Disarmament; 3. Housing Policy: Manchester; 4. Admiral Hughes-Hallett: Pension; 5. U.S. Naval Visit
CAB,195,16,39,24-Jun-57,Notebook,CC (57) 48,1. Suez Canal: British Evacuees; 2. Oversea Information Services; 3. Cyprus; 4. Dollar Expenditure; 5. Local Government Finance
CAB,195,16,40,9-Jul-57,Notebook,CC (57) 50,1. Meeting of Commonwealth Prime Ministers; 2. Foreign Affairs - a) Iran - b) Soviet Union - c) Disarmament; 3. Cyprus; 4. Ireland; 5. Royal Ordnance Factories; 6. Aircraft Industry
CAB,195,16,41,11-Jul-57,Notebook,CC (57) 51,1. Duke of Windsor; 2. Egypt: British Evacuees; 3. Parliament; 4. Administrative Tribunals; 5. Disarmament: Nuclear Tests; 6. Defence Programmes: Effects on Industry; 7. Cyprus; 8. Commonwealth Economic Development; 9. Malaya
CAB,195,16,42,16-Jul-57,Notebook,CC (57) 52,1. Cyprus; 2. Suez Canal; 3. Israel; 4. Disarmament; 5. Industrial Disputes: Bus Strike; 6. Wages Policy; 7. Jute Industry
